value,Koppen_Class,Category
ND_Dickey,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Divide,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Dunn,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Eddy,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Emmons,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
ND_Foster,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Golden Valley,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Grant,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Griggs,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Hettinger,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Lamoure,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Logan,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_McHenry,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_McIntosh,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_McKenzie,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_McLean,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Mercer,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Morton,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Mountrail,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Nelson,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Oliver,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Pierce,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Ramsey,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Ransom,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
ND_Renville,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Richland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
ND_Rolette,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Sheridan,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Sioux,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Slope,"BSk  Arid, steppe, cold",Non Speciality Crop
ND_Stark,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Steele,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Stutsman,"Dwb  Cold, dry winter, warm summer",Non Speciality Crop
ND_Towner,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Ward,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
ND_Wells,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
OH_Adams,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Allen,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Athens,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Auglaize,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Belmont,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Brown,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Butler,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Carroll,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Clark,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Clermont,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Clinton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Crawford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Cuyahoga,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Defiance,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Delaware,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Fayette,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Franklin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Gallia,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Greene,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Guernsey,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Hardin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Harrison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Hocking,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Jackson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Jefferson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Knox,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Lake Erie,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Lawrence,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Logan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Madison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Marion,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Mercer,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Miami,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Monroe,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Montgomery,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Morgan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Morrow,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Noble,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Paulding,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Perry,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Pickaway,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Pike,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Preble,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Ross,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Scioto,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Seneca,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Shelby,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Trumbull,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Tuscarawas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Union,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Van Wert,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Vinton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Williams,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Wyandot,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OK_Adair,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Alfalfa,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Beaver,"BSk  Arid, steppe, cold",Non Speciality Crop
OK_Beckham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Canadian,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Cimarron,"BSk  Arid, steppe, cold",Non Speciality Crop
OK_Comanche,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Cotton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Craig,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Custer,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Dewey,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Ellis,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Garfield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Grady,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Grant,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Greer,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Harmon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Harper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Haskell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Jackson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Johnston,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Kay,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Kingfisher,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Kiowa,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Latimer,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Le Flore,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Logan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Love,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Major,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Mayes,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_McClain,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_McCurtain,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_McIntosh,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Murray,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Nowata,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Okfuskee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Pawnee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Payne,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Pontotoc,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Pushmataha,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Roger Mills,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Sequoyah,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Texas,"BSk  Arid, steppe, cold",Non Speciality Crop
OK_Tillman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Wagoner,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Washington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Washita,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Woods,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Woodward,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OR_Clatsop,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
OR_Columbia,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
OR_Crook,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Deschutes,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Gilliam,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Grant,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Harney,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Lake,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Lincoln,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
OR_Sherman,"BSk  Arid, steppe, cold",Non Speciality Crop
OR_Tillamook,"Csb  Temperate, dry summer, warm summer",Non Speciality Crop
OR_Wallowa,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
OR_Wasco,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
OR_Wheeler,"BSk  Arid, steppe, cold",Non Speciality Crop
PA_Bedford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Blair,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Cameron,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Clarion,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Clearfield,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Delaware,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
PA_Elk,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Forest,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Fulton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Greene,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Jefferson,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Mc Kean,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Mifflin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Monroe,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Montour,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Philadelphia,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Pike,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Sullivan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Union,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
PA_Venango,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Warren,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
PA_Wayne,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
RI_Bristol,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
RI_Kent,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SC_Abbeville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Berkeley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Calhoun,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Cherokee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Chesterfield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Darlington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Dillon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Dorchester,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Edgefield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Fairfield,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Georgetown,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Greenwood,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Jasper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Kershaw,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Lancaster,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Laurens,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Lee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Marion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Marlboro,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_McCormick,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Newberry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Oconee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Pickens,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SC_Union,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
SD_Aurora,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Beadle,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Bennett,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Bon Homme,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Brookings,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Brown,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Brule,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Buffalo,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Butte,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Campbell,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Charles Mix,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Clark,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Clay,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Codington,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Corson,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Custer,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Davison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Day,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Deuel,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Dewey,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Douglas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Edmunds,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Fall River,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Faulk,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Grant,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Gregory,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Haakon,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Hamlin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Hand,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Hanson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Harding,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Hughes,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Hutchinson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Hyde,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Jackson,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Jerauld,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Jones,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Kingsbury,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Lake,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Lawrence,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
SD_Lincoln,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Lyman,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Marshall,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_McCook,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_McPherson,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Meade,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Mellette,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Miner,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Minnehaha,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Moody,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Pennington,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Perkins,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Potter,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Roberts,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Sanborn,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Shannon,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Spink,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Stanley,"BSk  Arid, steppe, cold",Non Speciality Crop
SD_Sully,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Todd,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
SD_Tripp,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Turner,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Union,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Walworth,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Yankton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
SD_Ziebach,"BSk  Arid, steppe, cold",Non Speciality Crop
TN_Anderson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Bedford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Benton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Blount,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Bradley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Campbell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Cannon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Carroll,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Carter,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Cheatham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Chester,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Claiborne,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Clay,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Coffee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Crockett,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Decatur,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_DeKalb,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Dickson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Fayette,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Gibson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Giles,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Grundy,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hamblen,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hamilton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hancock,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hardeman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hardin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hawkins,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Haywood,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Henderson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Henry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Hickman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Houston,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Humphreys,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Jackson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Jefferson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Johnson,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
TN_Knox,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Lake,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Lauderdale,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Lawrence,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Lewis,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Loudon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Macon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Madison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Marion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Marshall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_McMinn,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_McNairy,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Meigs,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Monroe,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Montgomery,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Moore,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Morgan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Obion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Overton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Perry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Pickett,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Polk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Putnam,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Roane,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Rutherford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Scott,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Sequatchie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Sevier,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Shelby,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Smith,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Stewart,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Sullivan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Sumner,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Trousdale,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Unicoi,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Union,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Van Buren,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Warren,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Wayne,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Weakley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_White,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Williamson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TN_Wilson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Andrews,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Aransas,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Archer,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Armstrong,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Bailey,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Bandera,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Baylor,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Bee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Blanco,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Borden,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Brewster,"BWh  Arid, desert, hot",Non Speciality Crop
TX_Briscoe,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Brooks,"BSh  Arid, steppe, hot",Non Speciality Crop
TX_Calhoun,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Callahan,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Camp,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Carson,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Cass,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
TX_Castro,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Childress,"BSk  Arid, steppe, cold",Non Speciality Crop
TX_Cochran,"BSk  Arid, steppe, cold",Non Speciality Crop
